"Gene" "control diet" "LIDPAD_48weeks"
"14965" "FMNL3" 5.93979290451336 6.59851270124454
"14966" "TMBIM6" 12.6135947530836 12.4600949716604
"14967" "NCKAP5L" 5.29859812308619 5.6473240770109
"14968" "BCDIN3D" 5.98768163381128 6.0227057014901
"14969" "FAIM2" 4.8042086246255 4.8042086246255
"14970" "AQP2" 4.8042086246255 4.8042086246255
"14971" "AQP5" 4.8042086246255 4.8042086246255
"14972" "AQP6" 4.8042086246255 4.8042086246255
"14973" "RACGAP1" 5.29859812308619 5.6473240770109
"14974" "ASIC1" 5.65244195583704 5.76431126353416
"14975" "SMARCD1" 6.37343888004847 6.08253985577347
"14976" "GPD1" 10.4695160137004 10.0946829265217
"14977" "COX14" 6.86115728807626 6.58618953069483
"14978" "CERS5" 5.61727536533934 6.72650582937424
"14979" "LIMA1" 8.54822006112371 9.21180188082631
"14980" "FAM186A" 5.29859812308619 5.21364100609105
"14981" "LARP4" 9.61888403787831 9.25711263380352
"14982" "DIP2B" 7.76230797855467 7.53989850689655
"14983" "ATF1" 7.34032156718926 7.07312248057399
"14984" "TMPRSS12" 4.8042086246255 4.8042086246255
"14985" "METTL7A" 10.35643120208 9.74426860402404
"14986" "HIGD1C" 4.8042086246255 4.8042086246255
"14987" "SLC11A2" 8.21318723271842 8.30118114884304
"14988" "LETMD1" 7.77899764969968 7.40139164974066
"14989" "CSRNP2" 5.749291713851 6.00193775509656
"14990" "TFCP2" 6.58147870481586 6.57374037583509
"14991" "POU6F1" 6.6606905318198 6.49622375330798
"14992" "DAZAP2" 9.34110408777214 8.99774576108573
"14993" "SMAGP" 6.98585581873407 6.24379426739577
"14994" "BIN2" 5.80804026478664 6.63475454691091
"14995" "CELA1" 7.34790031702527 6.32400479322309
"14996" "GALNT6" 4.8042086246255 5.95902987350094
"14997" "SLC4A8" 5.29859812308619 5.61510760613109
"14998" "SCN8A" 5.29859812308619 5.27645734958109
"14999" "FIGNL2" 6.55389036668762 6.10172682209542
"15000" "ANKRD33" 4.8042086246255 4.8042086246255
"15001" "ACVRL1" 5.91491360378652 6.24379426739577
"15002" "ACVR1B" 6.89347507020915 7.04751295411891
"15003" "TAMALIN" 5.15464567659484 5.1388808441977
"15004" "NR4A1" 6.3064707974739 6.04304810839836
"15005" "ATG101" 7.85435179904723 6.65833586381683
"15006" "SMIM41" 4.8042086246255 4.8042086246255
"15007" "KRT80" 5.15464567659484 4.8042086246255
"15008" "KRT7" 5.15464567659484 5.81711929088436
"15009" "KRT85" 4.8042086246255 4.8042086246255
"15010" "KRT84" 4.8042086246255 4.8042086246255
"15011" "KRT82" 4.8042086246255 4.8042086246255
"15012" "KRT75" 4.8042086246255 4.8042086246255
"15013" "KRT6B" 4.8042086246255 4.8042086246255
"15014" "KRT5" 4.8042086246255 4.8042086246255
"15015" "KRT71" 4.8042086246255 4.8042086246255
"15016" "KRT72" 4.8042086246255 4.8042086246255
"15017" "KRT73" 4.8042086246255 4.8042086246255
"15018" "KRT2" 4.8042086246255 4.8042086246255
"15019" "KRT1" 4.8042086246255 4.8042086246255
"15020" "KRT77" 4.8042086246255 4.8042086246255
"15021" "KRT76" 4.8042086246255 4.8042086246255
"15022" "KRT4" 4.8042086246255 4.8042086246255
"15023" "KRT79" 4.8042086246255 4.8042086246255
"15024" "KRT78" 4.8042086246255 4.8042086246255
"15025" "KRT8" 9.62192427856243 10.9722570809705
"15026" "KRT18" 9.67118260717949 10.2549159719341
"15027" "EIF4B" 10.624450108491 10.0956795324153
"15028" "TNS2" 8.45880213913968 8.68619023644024
"15029" "SPRYD3" 6.88279226666934 7.00369300439135
"15030" "IGFBP6" 5.29859812308619 5.50872733688904
"15031" "SOAT2" 8.04971901662248 7.80113301770611
"15032" "CSAD" 10.3472829302287 10.3966797013428
"15033" "ZNF740" 7.91586434876661 7.81102263644447
"15034" "ITGB7" 5.29859812308619 6.00193775509656
"15035" "RARG" 5.86305964212657 6.69288681889868
"15036" "MFSD5" 6.86115728807626 6.99475089967186
"15037" "ESPL1" 5.29859812308619 5.84236529308121
"15038" "PFDN5" 8.17614316244674 8.03380063194907
"15039" "MYG1" 6.48201967839368 6.63475454691091
"15040" "AAAS" 6.13913978970051 6.56116224815313
"15041" "SP7" 4.8042086246255 4.8042086246255
"15042" "SP1" 9.24768178428985 8.92316526006337
"15043" "AMHR2" 4.8042086246255 4.8042086246255
"15044" "PCBP2" 7.98915056330299 7.93811894858603
"15045" "MAP3K12" 5.68605671051016 6.36952262463349
"15046" "TARBP2" 6.73513645494326 6.3393806604567
"15047" "NPFF" 4.8042086246255 5.27645734958109
"15048" "ATF7-NPFF" 4.8042086246255 4.8042086246255
"15049" "ATP5MC2" 9.02893266552071 8.40519280717295
"15050" "CALCOCO1" 7.86998467620246 7.67120947053635
"15051" "HOXC13" 4.8042086246255 4.8042086246255
"15052" "HOXC12" 4.8042086246255 4.8042086246255
"15053" "HOXC11" 4.8042086246255 4.8042086246255
"15054" "HOXC10" 4.8042086246255 4.8042086246255
"15055" "HOXC5" 5.15464567659484 4.8042086246255
"15056" "MIR196A2" 4.8042086246255 4.8042086246255
"15057" "HOXC9" 4.8042086246255 4.8042086246255
"15058" "HOXC8" 4.8042086246255 4.8042086246255
"15059" "HOXC6" 4.8042086246255 4.8042086246255
"15060" "HOXC4" 4.8042086246255 4.8042086246255
"15061" "SMUG1" 6.75900016033727 6.56116224815313
"15062" "CBX5" 8.54822006112371 8.7099054266138
"15063" "HNRNPA1" 8.03135818497858 8.3954531538346
"15064" "NFE2" 5.15464567659484 5.50872733688904
"15065" "COPZ1" 9.57091992899704 8.84210882718042
"15066" "MIR148B" 4.8042086246255 4.8042086246255
"15067" "ZNF385A" 6.38958485850662 6.35455113608324
"15068" "ITGA5" 7.72831754198091 7.38807720339309
"15069" "GTSF1" 5.15464567659484 4.8042086246255
"15070" "NCKAP1L" 7.15314490556371 8.36915000923666
"15071" "PDE1B" 5.50004280587026 6.00193775509656
"15072" "PPP1R1A" 4.8042086246255 4.8042086246255
"15073" "OR1F1" 4.8042086246255 4.8042086246255
"15074" "MEFV" 5.29859812308619 5.54603806016391
"15075" "ZNF263" 7.19610754208163 7.20960159525218
"15076" "OR2C1" 4.8042086246255 4.8042086246255
"15077" "ZNF174" 5.71829242314136 5.98072098369715
"15078" "ZNF597" 6.64783776772302 6.44159788034067
"15079" "NAA60" 8.09460249224833 7.84989662915622
"15080" "CLUAP1" 4.8042086246255 4.8042086246255
"15081" "C16orf90" 5.15464567659484 5.61510760613109
"15082" "NLRC3" 5.4082548872665 5.73661589030419
"15083" "SLX4" 6.13913978970051 6.32400479322309
"15084" "DNASE1" 5.58034414053573 5.61510760613109
"15085" "TRAP1" 9.74553475109774 9.50403946924298
"15086" "CREBBP" 9.10052952928605 9.20626727510388
"15087" "ADCY9" 8.36339339759611 7.72464084442031
"15088" "SRL" 5.4082548872665 5.61510760613109
"15089" "TFAP4" 5.88935269877474 6.15724876345791
"15090" "GLIS2" 5.29859812308619 6.32400479322309
"15091" "CORO7-PAM16" 6.98585581873407 7.30533585639105
"15092" "VASN" 6.73513645494326 7.07312248057399
"15093" "DNAJA3" 8.84041326671016 8.42766278657876
"15094" "NMRAL1" 6.09811243869191 5.93683636927662
"15095" "HMOX2" 7.17049579047618 7.04751295411891
"15096" "CDIP1" 8.90688015526686 8.229795141962
"15097" "C16orf96" 4.8042086246255 4.8042086246255
"15098" "UBALD1" 6.52565731753995 6.62279248935077
"15099" "MGRN1" 8.42420674742454 8.68619023644024
"15100" "NUDT16L1" 6.2890893847959 6.45549322183795
"15101" "ANKS3" 6.93534542755914 7.06464098373783
"15102" "SEPTIN12" 4.8042086246255 4.8042086246255
"15103" "SMIM22" 5.4082548872665 5.38132291929405
"15104" "ROGDI" 6.48201967839368 6.29260948654156
"15105" "GLYR1" 9.28270991756849 9.05432665900439
"15106" "UBN1" 8.55462582171336 8.27305615393937
"15107" "RNU6-194P" 5.29859812308619 4.8042086246255
"15108" "PPL" 6.43671443117409 8.04218518952902
"15109" "SEC14L5" 4.8042086246255 4.8042086246255
"15110" "NAGPA" 6.97590888692416 6.69288681889868
"15111" "C16orf89" 5.68605671051016 5.21364100609105
"15112" "ALG1L2" 6.90407024623149 6.68147624263592
"15113" "EEF2KMT" 6.15906619709365 6.30841677953576
"15114" "RBFOX1" 5.15464567659484 4.8042086246255
"15115" "RNU6-575P" 4.8042086246255 4.8042086246255
"15116" "TMEM114" 4.8042086246255 4.8042086246255
"15117" "METTL22" 6.25349087762958 6.0227057014901
"15118" "ABAT" 11.0890832313021 9.98277650109046
"15119" "TMEM186" 7.08139066952723 6.9113914633463
"15120" "PMM2" 8.16357665482926 7.91543472761386
"15121" "CARHSP1" 8.97278790721032 8.41486626143721
"15122" "LITAFD" 5.15464567659484 4.8042086246255
"15123" "USP7" 9.25749779317515 9.14586492670308
"15124" "RNU6-323P" 4.8042086246255 4.8042086246255
"15125" "C16orf72" 8.29986274458935 8.382362371828
"15126" "GRIN2A" 4.8042086246255 4.8042086246255
"15127" "ATF7IP2" 4.8042086246255 4.8042086246255
"15128" "EMP2" 6.32358726908924 7.22477970491782
"15129" "TEKT5" 4.8042086246255 5.1388808441977
"15130" "NUBP1" 6.25349087762958 6.3393806604567
"15131" "TVP23A" 4.8042086246255 5.27645734958109
"15132" "CIITA" 6.15906619709365 7.30533585639105
"15133" "DEXI" 7.15314490556371 6.54845204090315
"15134" "CLEC16A" 7.88544517477417 7.44699680963135
"15135" "SOCS1" 5.15464567659484 5.4268835057254
"15136" "TNP2" 4.8042086246255 4.8042086246255
"15137" "PRM3" 4.8042086246255 4.8042086246255
"15138" "PRM2" 4.8042086246255 4.8042086246255
"15139" "RMI2" 4.8042086246255 5.1388808441977
"15140" "LITAF" 9.01741571189904 9.08079344907274
"15141" "SNN" 5.77917395300072 6.13906640048733
"15142" "TXNDC11" 7.77899764969968 7.88304837656718
"15143" "ZC3H7A" 8.33011358456491 8.50513716245458
"15144" "RSL1D1" 7.98438180687072 7.78616616502866
"15145" "GSPT1" 9.09615787261784 8.89818103374146
"15146" "TNFRSF17" 4.8042086246255 4.8042086246255
"15147" "SNX29" 7.02490542841386 6.84263393225485
"15148" "CPPED1" 8.27674412608301 8.20020342104166
"15149" "SHISA9" 5.15464567659484 5.54603806016391
"15150" "ERCC4" 6.69846858017227 6.8325041454167
"15151" "MRTFB" 8.1803073355458 8.7099054266138
"15152" "MIR193B" 4.8042086246255 4.8042086246255
"15153" "MIR365A" 4.8042086246255 4.8042086246255
"15154" "PARN" 7.28605158541592 7.34733561272764
"15155" "BFAR" 8.27285415457529 8.10353028110656
"15156" "PLA2G10" 4.8042086246255 4.8042086246255
"15157" "RRN3" 7.55768486649586 7.40139164974066
"15158" "NTAN1" 6.75900016033727 6.68147624263592
"15159" "PDXDC1" 9.19552835345612 8.88898675872056
"15160" "BMERB1" 4.8042086246255 4.8042086246255
"15161" "MARF1" 9.35944584985907 9.01474439034158
"15162" "MIR484" 4.8042086246255 4.8042086246255
"15163" "NDE1" 7.0152513657479 6.88237195125245
"15164" "MYH11" 6.03332500341745 6.0227057014901
"15165" "CEP20" 6.42121570946038 7.01257458054667
"15166" "ABCC1" 5.93979290451336 6.86265649419165
"15167" "RNU6-358P" 4.8042086246255 4.8042086246255
"15168" "SNAI2" 5.65244195583704 6.04304810839836
"15169" "EFCAB1" 5.15464567659484 4.8042086246255
"15170" "UBE2V2" 7.50480161937437 7.63813611188124
"15171" "MCM4" 6.13913978970051 6.8325041454167
"15172" "PRKDC" 7.80094481243722 8.00834359383005
"15173" "MZT2A" 6.40550809871165 6.22702982602593
"15174" "CEBPD" 5.68605671051016 6.00193775509656
"15175" "SPIDR" 6.15906619709365 6.52262232882177
"15176" "PKP2" 8.06784398549333 8.1115119607051
"15177" "YARS2" 6.69846858017227 6.9583587845129
"15178" "DNM1L" 8.55781794966585 8.44034532727874
"15179" "FGD4" 8.45194995999313 8.84448952343317
"15180" "VPREB1" 4.8042086246255 4.8042086246255
"15181" "TOP3B" 7.97479556210834 7.59277431976501
"15182" "PPM1F" 7.91084003587315 7.68206119974064
"15183" "MAPK1" 9.12003886124574 9.06863863967574
"15184" "YPEL1" 5.65244195583704 5.67822735473274
"15185" "PPIL2" 8.02673038389529 7.93811894858603
"15186" "MIR301B" 4.8042086246255 4.8042086246255
"15187" "SDF2L1" 7.72257101458226 6.71539955594968
"15188" "CCDC116" 4.8042086246255 4.8042086246255
"15189" "YDJC" 5.15464567659484 5.46915356393888
"15190" "UBE2L3" 8.36339339759611 8.20765947445569
"15191" "RIMBP3" 4.8042086246255 4.8042086246255
"15192" "HIC2" 5.29859812308619 5.67822735473274
"15193" "TMEM191B" 5.15464567659484 5.04112230666939
"15194" "PI4KA" 8.47240841311372 8.8277409289726
"15195" "SERPIND1" 11.5496543684521 10.6917452909566
"15196" "RNU6-143P" 4.8042086246255 5.1388808441977
"15197" "SNAP29" 7.80637817819059 7.88772100476424
"15198" "CRKL" 8.16777789643644 7.91543472761386
"15199" "AIFM3" 5.68605671051016 5.98072098369715
"15200" "LZTR1" 7.89056103912323 8.09550326605593
"15201" "THAP7" 6.63484981640452 6.49622375330798
"15202" "LRRC74B" 4.8042086246255 4.8042086246255
"15203" "P2RX6" 4.8042086246255 5.1388808441977
"15204" "SLC7A4" 5.15464567659484 5.89081494298817
"15205" "SMPD4" 7.03448917080104 7.11473441716293
"15206" "CCDC74B" 5.05230885153046 5.33161740733695
"15207" "MED15" 7.63952324210191 7.3610519835022
"15208" "KLHL22" 7.44980428081671 6.84263393225485
"15209" "SCARF2" 5.80804026478664 6.27657537279415
"15210" "FAM246A" 4.8042086246255 4.8042086246255
"15211" "DGCR2" 4.8042086246255 4.8042086246255
"15212" "TSSK1B" 5.29859812308619 5.1388808441977
"15213" "TSSK2" 4.8042086246255 5.1388808441977
"15214" "ESS2" 6.34044825375693 6.22702982602593
"15215" "GSC2" 4.8042086246255 4.8042086246255
"15216" "SLC25A1" 9.75940324338099 9.2246336230499
"15217" "RTN4R" 4.8042086246255 4.8042086246255
"15218" "CCDC188" 4.8042086246255 4.8042086246255
"15219" "ZDHHC8" 6.42121570946038 6.44159788034067
"15220" "RANBP1" 6.58147870481586 6.71539955594968
"15221" "SNORA77B" 4.8042086246255 4.8042086246255
"15222" "DGCR8" 4.8042086246255 4.8042086246255
"15223" "TRMT2A" 6.91457935862308 6.80162379386341
"15224" "MIR1306" 4.8042086246255 4.8042086246255
"15225" "MIR3618" 4.8042086246255 4.8042086246255
"15226" "TANGO2" 7.0721425489838 7.52786807905522
"15227" "MIR185" 5.15464567659484 4.8042086246255
"15228" "COMT" 12.1297002177361 11.1658486699217
"15229" "TXNRD2" 7.11775147698716 7.16300927858565
"15230" "GNB1L" 5.35628674827745 5.50872733688904
"15231" "TBX1" 4.8042086246255 5.27645734958109
"15232" "GP1BB" 4.8042086246255 4.8042086246255
"15233" "SEPTIN5" 4.8042086246255 4.8042086246255
"15234" "CLDN5" 6.49674375586089 6.06298629817486
"15235" "CDC45" 5.29859812308619 5.73661589030419
"15236" "UFD1" 7.44277201834002 7.50348739900056
"15237" "C22orf39" 6.46711048325492 6.30841677953576
"15238" "MRPL40" 6.96588568620388 7.02139651098641
"15239" "HIRA" 5.65244195583704 5.89081494298817
"15240" "IGLC2" 5.15464567659484 6.12056386043788
"15241" "IGLV9-49" 5.29859812308619 5.79112197536837
"15242" "OR2L13" 4.8042086246255 4.8042086246255
"15243" "OR2L2" 4.8042086246255 4.8042086246255
"15244" "OR2AJ1" 4.8042086246255 4.8042086246255
"15245" "B3GNT5" 5.15464567659484 5.73661589030419
"15246" "KLHL6" 5.61727536533934 6.35455113608324
"15247" "KLHL24" 9.98032798842732 9.61948655663416
"15248" "YEATS2" 7.37038655882023 7.50348739900056
"15249" "MAP6D1" 5.15464567659484 5.1388808441977
"15250" "PARL" 6.94560529653696 7.06464098373783
"15251" "ABCC5" 6.72303266289107 7.20960159525218
"15252" "EIF2B5" 8.10779404555052 7.80113301770611
"15253" "DVL3" 6.99572773434071 6.89211772185221
"15254" "AP2M1" 9.61278421931819 9.20441765693106
"15255" "ABCF3" 8.20911873006929 7.84989662915622
"15256" "VWA5B2" 5.15464567659484 5.1388808441977
"15257" "MIR1224" 4.8042086246255 4.8042086246255
"15258" "ALG3" 6.38958485850662 6.15724876345791
"15259" "EEF1AKMT4" 5.61727536533934 5.67822735473274
"15260" "EEF1AKMT4-ECE2" 4.8042086246255 4.8042086246255
"15261" "CAMK2N2" 5.29859812308619 5.46915356393888
"15262" "PSMD2" 10.1254860775652 9.54404733207779
"15263" "EIF4G1" 11.3094633539075 11.2056063067032
"15264" "SNORD66" 4.8042086246255 4.8042086246255
"15265" "FAM131A" 5.29859812308619 5.46915356393888
"15266" "CLCN2" 7.94071987654585 7.40139164974066
"15267" "POLR2H" 6.32358726908924 6.36952262463349
"15268" "THPO" 6.9557849299918 6.35455113608324
"15269" "CHRD" 6.38958485850662 6.10172682209542
"15270" "EPHB3" 4.8042086246255 5.46915356393888
"15271" "VPS8" 7.09057468329602 7.20194776222503
"15272" "C3orf70" 6.75900016033727 7.52786807905522
"15273" "EHHADH" 10.2524572208464 10.5651173663379
"15274" "MAP3K13" 7.73973999350064 8.19270792420504
"15275" "LIPH" 4.8042086246255 4.8042086246255
"15276" "SENP2" 7.86998467620246 7.40139164974066
"15277" "IGF2BP2" 5.50004280587026 5.61510760613109
"15278" "RNU6-317P" 4.8042086246255 4.8042086246255
"15279" "TRA2B" 8.24928771134493 8.35246005478546
"15280" "ETV5" 6.49674375586089 6.61071276400889
"15281" "DGKG" 4.8042086246255 5.27645734958109
"15282" "CRYGS" 4.8042086246255 5.1388808441977
"15283" "TBCCD1" 7.75106962414104 7.38807720339309
"15284" "DNAJB11" 9.04263205418043 8.32534175920972
"15285" "AHSG" 15.068363768812 13.4870335961123
"15286" "FETUB" 10.6669778896546 9.40450911314921
"15287" "HRG" 12.1208731598075 11.5868948174827
"15288" "KNG1" 11.0929185895507 10.5250017239954
"15289" "SNORA63B" 4.8042086246255 4.8042086246255
"15290" "SNORA63" 4.8042086246255 4.8042086246255
"15291" "SNORA4" 4.8042086246255 5.04112230666939
"15292" "RFC4" 5.58034414053573 5.79112197536837
"15293" "ADIPOQ" 4.8042086246255 4.8042086246255
"15294" "ST6GAL1" 9.73434295572533 9.40450911314921
"15295" "RTP1" 4.8042086246255 4.8042086246255
"15296" "MASP1" 10.5077871477075 9.85674221795121
"15297" "RTP4" 6.86115728807626 6.85268426035096
"15298" "SST" 4.8042086246255 4.8042086246255
"15299" "RTP2" 4.8042086246255 4.8042086246255
"15300" "BCL6" 7.55768486649586 7.82084282118324
"15301" "LPP" 9.960059762854 9.95777885118225
"15302" "MIR28" 4.8042086246255 5.27645734958109
"15303" "TPRG1" 4.8042086246255 4.8042086246255
"15304" "TP63" 4.8042086246255 5.38132291929405
"15305" "RNU6-497P" 4.8042086246255 4.8042086246255
"15306" "P3H2" 5.58034414053573 5.79112197536837
"15307" "CLDN1" 10.132959658231 9.08079344907274
"15308" "CLDN16" 4.8042086246255 4.8042086246255
"15309" "TMEM207" 4.8042086246255 4.8042086246255
"15310" "IL1RAP" 10.3582539094712 9.60695170341802
"15311" "GMNC" 4.8042086246255 4.8042086246255
"15312" "OSTN" 4.8042086246255 4.8042086246255
"15313" "UTS2B" 4.8042086246255 4.8042086246255
"15314" "CCDC50" 9.28463111062886 9.24816409625886
"15315" "FGF12" 5.15464567659484 5.89081494298817
"15316" "MB21D2" 7.36293232922811 7.11473441716293
"15317" "PLAAT1" 4.8042086246255 4.8042086246255
"15318" "ATP13A5" 5.15464567659484 4.8042086246255
"15319" "ATP13A4" 4.8042086246255 4.8042086246255
"15320" "OPA1" 9.57091992899704 9.36863999049276
"15321" "HES1" 6.96588568620388 6.85268426035096
"15322" "CPN2" 11.2828490966303 10.2224394960278
"15323" "LRRC15" 5.58034414053573 5.1388808441977
"15324" "GP5" 4.8042086246255 5.33161740733695
"15325" "ATP13A3" 10.4945903729513 10.3713965349235
"15326" "TMEM44" 5.83597722423755 5.76431126353416
"15327" "LSG1" 7.23773689683486 7.15508377993179
"15328" "FAM43A" 6.15906619709365 6.1751242713118
"15329" "XXYLT1" 5.98768163381128 6.00193775509656
"15330" "ACAP2" 8.13810389111764 8.44664449255896
"15331" "PPP1R2" 7.80094481243722 8.09147259291605
"15332" "APOD" 4.8042086246255 4.8042086246255
"15333" "BDH1" 9.64751024602488 9.98169861978365
"15334" "DLG1" 8.83779421137632 8.87508375743633
"15335" "MELTF" 4.8042086246255 5.04112230666939
"15336" "NCBP2AS2" 6.83915183773365 6.71539955594968
"15337" "NCBP2L" 6.74712480859894 6.87255196081827
"15338" "SENP5" 7.98915056330299 7.59852646979461
"15339" "PAK2" 8.13810389111764 8.7280824285443
"15340" "PIGX" 6.59504146632895 6.30841677953576
"15341" "CEP19" 5.93979290451336 6.36952262463349
"15342" "NRROS" 6.35706265707959 7.13102103649651
"15343" "FBXO45" 6.77076486413878 6.84263393225485
"15344" "WDR53" 6.37343888004847 6.12056386043788
"15345" "SMCO1" 4.8042086246255 4.8042086246255
"15346" "RNF168" 7.09057468329602 7.23230501255024
"15347" "UBXN7" 8.8867552971077 8.54967796964887
"15348" "TM4SF19-DYNLT2B" 4.8042086246255 5.33161740733695
"15349" "DYNLT2B" 4.8042086246255 5.6473240770109
"15350" "PCYT1A" 9.06964452972156 9.08280927873348
"15351" "SLC51A" 5.4082548872665 5.38132291929405
"15352" "ZDHHC19" 4.8042086246255 4.8042086246255
"15353" "TFRC" 7.62106224996351 8.2187705153969
"15354" "TNK2" 7.19610754208163 6.94910003016571
"15355" "MUC20" 4.8042086246255 4.8042086246255
"15356" "RUBCN" 7.42859826112123 7.59852646979461
"15357" "FYTTD1" 8.20503851394377 8.04218518952902
"15358" "LRCH3" 7.03448917080104 7.06464098373783
"15359" "IQCG" 5.71829242314136 6.06298629817486
"15360" "RPL35A" 9.54872330268616 9.34869111615381
"15361" "LMLN" 5.98768163381128 6.19270534247235
"15362" "OSBPL11" 7.66975596995101 7.76595763301576
"15363" "SNX4" 7.96029264916176 7.95600638261058
"15364" "ZNF148" 9.05169283827962 9.0168551229697
"15365" "SLC12A8" 4.8042086246255 5.50872733688904
"15366" "HEG1" 7.92585938008443 8.47465102694493
"15367" "MUC13" 4.8042086246255 5.27645734958109
"15368" "ITGB5" 8.96561269213536 9.66184512380557
"15369" "UMPS" 7.66376185758088 7.94709110775782
"15370" "KALRN" 8.26504208018648 8.18138978632037
"15371" "ROPN1B" 4.8042086246255 4.8042086246255
"15372" "CCDC14" 4.8042086246255 6.10172682209542
"15373" "MYLK" 9.30559642502614 9.86495086386288
"15374" "HACD2" 7.87515713546381 7.97366920226228
"15375" "ADCY5" 5.83597722423755 5.98072098369715
"15376" "SEC22A" 6.88279226666934 7.08992420258825
"15377" "PDIA5" 7.86479306489874 7.38137095336298
"15378" "SEMA5B" 5.4082548872665 6.15724876345791
"15379" "SLC49A4" 8.20503851394377 7.75574260644489
"15380" "HSPBAP1" 6.2890893847959 6.42753588264095
"15381" "PARP14" 8.86119504403774 8.86573955788079
"15382" "DTX3L" 8.91186751324472 8.98701838362581
"15383" "PARP9" 8.66822490087246 8.45291592171447
"15384" "KPNA1" 8.84563705095778 8.47156623818478
"15385" "WDR5B" 5.88935269877474 6.12056386043788
"15386" "FAM162A" 7.3250360942624 6.8120005412668
"15387" "MIX23" 7.41427619356227 7.25463193194411
"15388" "CSTA" 5.23288184387008 4.8042086246255
"15389" "CASR" 4.8042086246255 4.8042086246255
"15390" "CD86" 6.0553842866584 6.71539955594968
"15391" "ILDR1" 4.8042086246255 5.54603806016391
"15392" "SLC15A2" 6.13913978970051 6.08253985577347
"15393" "EAF2" 4.8042086246255 5.38132291929405
"15394" "IQCB1" 6.32358726908924 6.39889265550973
"15395" "GOLGB1" 9.56619225232543 9.71212340492929
"15396" "HCLS1" 6.11882819240081 7.1471109815755
"15397" "FBXO40" 5.29859812308619 6.00193775509656
"15398" "POLQ" 4.8042086246255 5.67822735473274
"15399" "STXBP5L" 5.4082548872665 4.8042086246255
"15400" "GTF2E1" 7.17049579047618 6.70419389324188
"15401" "RABL3" 6.71081090934053 6.54845204090315
"15402" "HGD" 11.4956331009418 10.8286614353763
"15403" "NDUFB4" 8.22128936988735 7.76595763301576
"15404" "FSTL1" 6.48201967839368 7.60425481101882
"15405" "BTN3A1" 5.61727536533934 5.73661589030419
"15406" "LRRC58" 10.1372129360244 10.1056078599838
"15407" "GPR156" 4.8042086246255 4.8042086246255
"15408" "GSK3B" 8.62325459716033 8.75111846724036
"15409" "NR1I2" 8.35973387777644 8.70728974743579
"15410" "CFAP91" 4.8042086246255 5.1388808441977
"15411" "COX17" 5.93979290451336 6.26030645439137
"15412" "POPDC2" 4.8042086246255 5.04112230666939
"15413" "PLA1A" 8.22934546405248 7.17088807451675
"15414" "ADPRH" 6.3064707974739 6.13906640048733
"15415" "CD80" 5.50004280587026 5.54603806016391
"15416" "TIMMDC1" 7.58338536356142 7.41457756971817
"15417" "POGLUT1" 7.17049579047618 7.16300927858565
"15418" "TMEM39A" 6.75900016033727 6.73751467100124
"15419" "ARHGAP31" 7.30957656618722 7.53389641622478
"15420" "B4GALT4" 5.58034414053573 5.61510760613109
"15421" "UPK1B" 4.8042086246255 5.1388808441977
"15422" "IGSF11" 7.39980251738654 8.3954531538346
"15423" "LSAMP" 5.29859812308619 5.1388808441977
"15424" "RNU6-539P" 4.8042086246255 4.8042086246255
"15425" "GAP43" 4.8042086246255 4.8042086246255
"15426" "ZBTB20" 11.3576235527291 11.5397344901609
"15427" "TIGIT" 5.05230885153046 4.8042086246255
"15428" "DRD3" 4.8042086246255 4.8042086246255
"15429" "QTRT2" 6.37343888004847 6.58618953069483
"15430" "CCDC191" 6.03332500341745 6.30841677953576
"15431" "ZDHHC23" 5.4082548872665 5.58141322656787
"15432" "GRAMD1C" 8.16777789643644 7.57537293510771
"15433" "ATP6V1A" 8.6945431061546 9.26245512419348
"15434" "NAA50" 8.70320925820594 9.28537907481405
"15435" "USF3" 9.45804738955952 9.09284617067879
"15436" "SIDT1" 4.8042086246255 5.46915356393888
"15437" "SPICE1" 5.80804026478664 6.35455113608324
"15438" "CFAP44" 4.8042086246255 5.79112197536837
"15439" "BOC" 4.8042086246255 5.91410950199526
"15440" "NEPRO" 6.2890893847959 6.45549322183795
"15441" "GTPBP8" 6.90407024623149 7.20194776222503
"15442" "CD200R1" 4.8042086246255 6.35455113608324
"15443" "CCDC80" 6.97590888692416 8.50513716245458
"15444" "SLC35A5" 7.49125730035125 7.49113315415578
"15445" "ATG3" 8.53532160267476 8.34909842595714
"15446" "BTLA" 5.4082548872665 6.06298629817486
"15447" "CD200" 5.4082548872665 5.91410950199526
"15448" "SLC9C1" 4.8042086246255 4.8042086246255
"15449" "GCSAM" 5.29859812308619 4.8042086246255
"15450" "C3orf52" 5.15464567659484 5.1388808441977
"15451" "TMPRSS7" 4.8042086246255 4.8042086246255
"15452" "TAGLN3" 5.15464567659484 5.1388808441977
"15453" "ABHD10" 6.27143297946125 6.27657537279415
"15454" "PHLDB2" 9.03808011180174 9.34869111615381
"15455" "PLCXD2" 9.57876503245767 8.69413908939427
"15456" "CD96" 4.8042086246255 5.50872733688904
"15457" "NECTIN3" 8.65934335928812 8.44349839245392
"15458" "DPPA4" 4.8042086246255 4.8042086246255
"15459" "DPPA2" 4.8042086246255 4.8042086246255
"15460" "C3orf85" 4.8042086246255 4.8042086246255
"15461" "MORC1" 4.8042086246255 4.8042086246255
"15462" "TRAT1" 4.8042086246255 4.8042086246255
"15463" "RETNLB" 4.8042086246255 4.8042086246255
